"gene","chromosome","padj","log2FoldChange","start","end","label"
"PGSC0003DMG400014638","ST4.03ch06",0.0259148799560364,0.689518538085432,657408,660973,"Adenosine monophosphate binding protein 1 AMPBP1"
"PGSC0003DMG400028488","ST4.03ch06",0.0488080556092736,0.589078838991338,50129920,50132685,"DnaJ protein"
"PGSC0003DMG400005890","ST4.03ch06",0.0414162005836396,0.00343794439117117,54752176,54753353,"16kDa membrane protein"
"PGSC0003DMG400006606","ST4.03ch06",0.0488080556092736,0.882525615539649,56077004,56080118,"Peptide transporter"
"PGSC0003DMG401011206","ST4.03ch07",0.0488080556092736,-0.200161883307301,1257607,1265564,"Vacuolar ATP synthase subunit h"
"PGSC0003DMG400017364","ST4.03ch07",0.0488080556092736,0.373454637797234,50975360,50978201,"KLTH0D16148p"
"PGSC0003DMG400019241","ST4.03ch07",0.0488080556092736,0.772920486147059,53821591,53827414,"Conserved gene of unknown function"
"PGSC0003DMG400012485","ST4.03ch08",0.0488080556092736,-0.480146422236421,387416,393764,"Heat shock protein 70 (HSP70)-interacting protein"
"PGSC0003DMG400025202","ST4.03ch08",0.00975718488950274,-0.0203759270757897,25964781,25966653,"Gene of unknown function"
"PGSC0003DMG400019806","ST4.03ch08",0.0414162005836396,-0.0215689572469929,47761958,47763174,"Disease resistance protein RGA3"
"PGSC0003DMG400026229","ST4.03ch08",0.0492959519422238,0.41955430575828,51254255,51260880,"Ubiquitin carboxyl-terminal hydrolase isozyme L3"
"PGSC0003DMG400004795","ST4.03ch08",0.0488080556092736,-0.649660121822939,52567376,52571923,"Nitrate transporter"
"PGSC0003DMG400022746","ST4.03ch08",0.0488080556092736,-0.0145249699691595,53728302,53732590,"Anthocyanin synthase"
"PGSC0003DMG400012215","ST4.03ch08",0.0404573491214596,-0.229060362897687,54680887,54685571,"DNA binding protein"
"PGSC0003DMG400012137","ST4.03ch08",0.0186724885417913,0.856322895511541,56258626,56260463,"Ring finger protein"
"PGSC0003DMG400024270","ST4.03ch09",0.0265826378725836,-0.653433155117979,1148110,1150008,"Conserved gene of unknown function"
"PGSC0003DMG400023931","ST4.03ch09",0.0488080556092736,0.654142223582326,7316033,7322783,"Pollen allergen Amb a 1.1"
"PGSC0003DMG400027944","ST4.03ch09",0.0191755997365749,-0.29119419750333,31218417,31224429,"RNA binding protein"
"PGSC0003DMG400017655","ST4.03ch09",0.0488080556092736,0.566194121010647,43863467,43866473,"Phototropic-responsive NPH3 family protein"
"PGSC0003DMG400003820","ST4.03ch09",0.0488080556092736,-0.0245971549363805,50738225,50742637,"Oligopeptide transporter"
"PGSC0003DMG400032247","ST4.03ch09",0.0327835746006008,1.50800897098117,54001994,54006000,"Vicilin"
"PGSC0003DMG400015948","ST4.03ch10",0.00479952204342939,0.757096056314064,32960404,32961030,"Conserved gene of unknown function"
"PGSC0003DMG400008596","ST4.03ch10",0.0488080556092736,0.486870715059423,52682225,52686109,"Cc-nbs-lrr resistance protein"
"PGSC0003DMG400029856","ST4.03ch10",0.00305013807758151,0.690608398825304,58184753,58187704,"N-acylneuraminate-9-phosphatase"
"PGSC0003DMG400008143","ST4.03ch10",0.0259148799560364,0.936123968174825,58511071,58517212,"RecA protein"
"PGSC0003DMG400013297","ST4.03ch11",0.0414162005836396,-0.467163824422452,244136,248469,"Oligopeptide transporter OPT family"
"PGSC0003DMG400013342","ST4.03ch11",0.00305013807758151,-0.00990411271420195,663934,666598,"Caffeic acid O-methyltransferase II"
"PGSC0003DMG400027793","ST4.03ch11",0.0492959519422238,0.204375461534672,9565784,9574670,"Transmembrane protein 50a"
"PGSC0003DMG400002452","ST4.03ch12",0.0488080556092736,-0.229844278399755,39794275,39801708,"Big map kinase/bmk"
"PGSC0003DMG400004363","ST4.03ch12",0.0488080556092736,-0.548652614927041,52731188,52734072,"Auxin-regulated dual specificity cytosolic kinase"
"PGSC0003DMG402029307","ST4.03ch12",0.0197788518024097,-0.299482923026774,57617257,57622145,"Organic anion transporter"
"PGSC0003DMG400004667","ST4.03ch12",0.0488080556092736,-0.493526387843379,59377163,59381006,"Rhg4-like receptor kinase II"
"PGSC0003DMG400026996","ST4.03ch06",0.561065925282435,0.038095497512593,52286641,52295030,"RNA polymerase II transcription factor B subunit"
"PGSC0003DMG402026960","ST4.03ch06",0.815131402492496,0.0162831161668664,53087371,53092865,"Protein kinase"
"PGSC0003DMG400022382","ST4.03ch02",0.7288300352363,-0.0235674797999631,34177882,34196626,"Glycine-rich protein"
"PGSC0003DMG400030287","ST4.03ch07",0.924359013565011,-0.00212147817724363,29618945,29625417,"Gene of unknown function"
"PGSC0003DMG400019387","ST4.03ch10",0.517876249019249,-0.0458724690258721,6344016,6349163,"2-hydroxyacid dehydrogenase"
"PGSC0003DMG400015741","ST4.03ch06",0.508218454155737,0.0119818174332367,11566651,11567498,"Gene of unknown function"
"PGSC0003DMG400019831","ST4.03ch03",0.746636266979665,0.0133521022017272,56881487,56883357,"Gene of unknown function"
"PGSC0003DMG401021412","ST4.03ch02",0.791533796811139,0.0138165670730055,42623456,42625793,"Conserved gene of unknown function"
"PGSC0003DMG400012326","ST4.03ch08",0.716773574095541,-0.010970954735992,55155207,55161500,"Conserved gene of unknown function"
"PGSC0003DMG400025576","ST4.03ch06",0.771416743942901,-0.0186994176648634,50438771,50443832,"Conserved gene of unknown function"
"PGSC0003DMG400010150","ST4.03ch03",0.765977825845181,0.0163751277497283,49346924,49353854,"Conserved gene of unknown function"
"PGSC0003DMG400007672","ST4.03ch06",0.962892174926083,0.00137796969607272,44929051,44929884,"Gene of unknown function"
"PGSC0003DMG400041311","ST4.03ch09",0.178087441524666,-0.187047511617593,58995133,58997943,"Conserved gene of unknown function"
"PGSC0003DMG400003589","ST4.03ch02",0.777348776596625,-0.0183260218042754,39026570,39030621,"Protein phosphatase 2c"
"PGSC0003DMG400003654","ST4.03ch02",0.359835751032905,0.0124786471723805,39070255,39074938,"Peroxidase"
"PGSC0003DMG400016454","ST4.03ch02",0.587687053392009,-0.0315213645064958,36320883,36323751,"Conserved gene of unknown function"
"PGSC0003DMG400008680","ST4.03ch02",0.0806537073385637,0.464915291067851,19605690,19610622,"Transformer-SR ribonucleoprotein"
"PGSC0003DMG400006556","ST4.03ch01",0.916877822287642,0.0087536645656957,41936500,41942530,"Sterol desaturase"
"PGSC0003DMG400024941","ST4.03ch02",0.80005621448811,-0.0154864754787499,43118311,43123502,"Prolyl 4-hydroxylase"
"PGSC0003DMG401025960","ST4.03ch01",0.750211970305271,0.0218173928443517,70535571,70537827,"Cytoplasmic ribosomal protein S13"
"PGSC0003DMG400000888","ST4.03ch11",0.492173216105988,-0.0155339026541843,11191082,11199716,"Resistance gene"
"PGSC0003DMG400000138","ST4.03ch01",0.595809760346345,-0.0325727840928964,71505971,71515942,"Conserved gene of unknown function"
"PGSC0003DMG400023683","ST4.03ch10",0.732666346150639,-0.0231965755300385,57636478,57639978,"Adenylosuccinate synthetase, chloroplastic"
"PGSC0003DMG400002578","ST4.03ch03",0.610442788595381,0.00570524989153569,61148154,61153183,"Phospholipid-transporting ATPase"
"PGSC0003DMG400028915","ST4.03ch06",0.975221205838997,-0.00260119838024311,50285290,50288000,"Conserved gene of unknown function"
"PGSC0003DMG403020585","ST4.03ch09",0.848387413792479,0.00902444701471972,59541619,59544402,"Rpi-vnt1"
"PGSC0003DMG400022806","ST4.03ch10",0.977265472945345,-0.000527801707084146,4719598,4724803,"Phosphoinositide-binding clathrin adaptor, N-terminal"
"PGSC0003DMG400017172","ST4.03ch09",0.950624961919053,0.00504889904757416,56397443,56401966,"Cryptochrome 2"
"PGSC0003DMG400001181","ST4.03ch02",0.444325868420754,-0.039871594911403,24696172,24698146,"ACI19"
"PGSC0003DMG400014403","ST4.03ch10",0.100128396089091,-0.356096010019525,1430065,1436815,"Formin 5"
"PGSC0003DMG400023817","ST4.03ch06",0.963765411222495,-0.00416269876614327,25510535,25519751,"Arginyl-tRNA--protein transferase 1"
"PGSC0003DMG401016414","ST4.03ch01",0.448223801018424,-0.00989039006020359,3434729,3435548,"Gene of unknown function"
"PGSC0003DMG400019819","ST4.03ch03",0.775949463363815,0.0202208953042213,56769711,56776369,"DNA-3-methyladenine glycosylase"
"PGSC0003DMG400015707","ST4.03ch08",0.982619599721702,-0.000539617346046798,46240165,46244486,"Gene of unknown function"
"PGSC0003DMG400007993","ST4.03ch04",0.640668374300617,-0.0192564896860055,68695631,68697056,"Pheromone receptor"
"PGSC0003DMG400004020","ST4.03ch02",0.918823404745993,-0.0113651889927145,43804309,43810444,"Zeaxanthin epoxidase, chloroplastic"
"PGSC0003DMG400027093","ST4.03ch06",0.725707816247122,0.0182110787465304,52275732,52284190,"EXECUTER1 protein, chloroplast"
"PGSC0003DMG402026622","ST4.03ch10",0.411556679357833,0.0555107425169642,4399707,4407043,"Nudix hydrolase 15, mitochondrial"
"PGSC0003DMG400012145","ST4.03ch08",0.531748437364909,0.0108326973456783,56007638,56008337,"Conserved gene of unknown function"
"PGSC0003DMG400014161","ST4.03ch03",0.789017071700776,-0.0200087072746034,57534283,57536912,"Conserved gene of unknown function"
"PGSC0003DMG400027128","ST4.03ch05",0.676352834764009,-0.0268111544052031,47980608,47984023,"Binding protein"
"PGSC0003DMG400020222","ST4.03ch02",0.992833391115792,0.000664605787706008,47815539,47820480,"26S proteasome regulatory subunit S3"
"PGSC0003DMG400011007","ST4.03ch10",0.610866907232543,-0.0101757287534946,54298119,54298844,"C-terminal zinc-finger"
"PGSC0003DMG400000652","ST4.03ch12",0.679777099829714,-0.0282642796949701,42294180,42298253,"Serine/threonine protein kinase"
"PGSC0003DMG400023376","ST4.03ch05",0.59397142340993,0.0235769488915673,51157072,51162573,"Galactose-binding like domain containing protein"
"PGSC0003DMG400012235","ST4.03ch08",0.96390570260263,-0.000954234626205315,56692398,56694701,"Endo-1,4-beta-glucanase"
"PGSC0003DMG402024702","ST4.03ch01",0.771218362954233,0.0174603425806877,77183928,77185853,"PWWP domain-containing protein"
"PGSC0003DMG401029906","ST4.03ch01",0.739560453091959,-0.015126300308446,54580019,54581314,"CCHC-type integrase"
"PGSC0003DMG400027341","ST4.03ch11",0.924509098011338,0.00572357210806261,4765885,4766456,"Conserved gene of unknown function"
"PGSC0003DMG402029142","ST4.03ch08",0.470656208964747,-0.0469399502870354,38765194,38774389,"Conserved gene of unknown function"
"PGSC0003DMG400004299","ST4.03ch12",0.698353004659378,0.0162755905182667,6260341,6260952,"Ccaat-binding transcription factor subunit A"
"PGSC0003DMG400013037","ST4.03ch06",0.851553794809075,0.0137927298518574,41433512,41436081,"Conserved gene of unknown function"
"PGSC0003DMG400014986","ST4.03ch01",0.937947934152781,-0.00281548306337027,44277154,44278052,"Gene of unknown function"
"PGSC0003DMG400003648","ST4.03ch02",0.983517322918115,-0.00106793109505755,39134158,39143282,"Vacuolar sorting protein"
"PGSC0003DMG400021613","ST4.03ch09",0.740453494404299,0.0232899604347979,61352621,61360128,"Conserved gene of unknown function"
"PGSC0003DMG402019442","ST4.03ch01",0.931150749764479,-0.00483859487047008,75278953,75284647,"Conserved gene of unknown function"
"PGSC0003DMG400018167","ST4.03ch03",0.927665671741237,0.00492889960537167,52524053,52526862,"UBX domain-containing protein 8-B"
"PGSC0003DMG400016879","ST4.03ch04",0.893298192400824,-0.0105798647858409,69208334,69216812,"Metalloendopeptidase"
"PGSC0003DMG400008767","ST4.03ch11",0.569690545458216,0.00863454083622703,25921129,25924522,"RNA-binding protein"
"PGSC0003DMG400003548","ST4.03ch02",0.944222299263469,0.0016709708219199,39716526,39718870,"Fructose-bisphosphate aldolase"
"PGSC0003DMG400017233","ST4.03ch09",0.83090316141759,0.00368563653258979,56222853,56223847,"Ethylene-responsive transcription factor"
"PGSC0003DMG400003757","ST4.03ch04",0.938102678061242,0.00357599880414924,70304903,70307591,"Purple acid phosphatase"
"PGSC0003DMG400010597","ST4.03ch07",0.395646174170684,0.0133283998369104,46629098,46630525,"Gene of unknown function"
"PGSC0003DMG400033031","ST4.03ch06",0.155421289229561,-0.25366983401715,52004352,52008560,"Galactosyltransferase"
"PGSC0003DMG400002943","ST4.03ch04",0.694498489231276,-0.00809236488496945,24776070,24777497,"Microsomal omega-6-desaturase"
"PGSC0003DMG400006810","ST4.03ch01",0.983503309205561,0.0011240669120285,66022684,66023932,"Fertility restorer"
"PGSC0003DMG400007577","ST4.03ch12",0.139060953247221,0.498264972520399,50606709,50607958,"Cytoplasmic dynein light chain"
"PGSC0003DMG400020749","ST4.03ch06",0.977790240708787,-0.000873967125562108,1069335,1070714,"NBS-LRR resistance protein"
"PGSC0003DMG402013835","ST4.03ch08",0.985234147994623,0.00181667572510507,37248417,37249497,"Gene of unknown function"
"PGSC0003DMG400008664","ST4.03ch11",0.43184993927369,0.0509634588228581,33081512,33085805,"Conserved gene of unknown function"
"PGSC0003DMG400028463","ST4.03ch02",0.412876117497706,-0.0552791997136715,31457987,31467614,"Replication factor C / DNA polymerase III gamma-tau subunit"
"PGSC0003DMG400009775","ST4.03ch07",0.699961492056635,-0.0255278633518394,9079120,9082256,"Ripening regulated protein DDTFR10"
"PGSC0003DMG400011012","ST4.03ch10",0.385029291589566,-0.0259478017117088,54139825,54140950,"Glutathione-S-transferase"
"PGSC0003DMG400012554","ST4.03ch01",0.709284825293468,-0.0142071894532868,81980935,81982883,"Caspase"
"PGSC0003DMG400023196","ST4.03ch12",0.683023154816302,-0.00414040388081657,54862748,54865362,"WRKY transcription factor"
"PGSC0003DMG400020847","ST4.03ch06",0.862637181338067,0.00258770110991992,3940246,3941346,"Serine-threonine protein kinase, plant-type"
"PGSC0003DMG400002808","ST4.03ch01",0.91079442060733,0.00491219304645112,77996306,78000876,"DNA helicase hus2"
"PGSC0003DMG400015959","ST4.03ch07",0.396457144026303,0.0210284218037336,32656678,32657465,"Gene of unknown function"
"PGSC0003DMG400022396","ST4.03ch02",0.853139650468155,0.0134531628624397,35115630,35120996,"Conserved gene of unknown function"
"PGSC0003DMG400010721","ST4.03ch02",0.557430341658548,0.0224042286741311,32806934,32816138,"SNI1"
"PGSC0003DMG400021199","ST4.03ch02",0.635580586491459,0.0314896919471688,28723999,28728504,"Conserved gene of unknown function"
"PGSC0003DMG400020423","ST4.03ch07",0.555294863135452,-0.00576703746898969,50105621,50106073,"Copper transport protein atox1"
"PGSC0003DMG400004875","ST4.03ch06",0.924509098011338,-0.00180374447440758,48933807,48935778,"DNA binding protein"
"PGSC0003DMG400027139","ST4.03ch05",0.746708396446025,0.0205444962968872,48282440,48283640,"ESC"
"PGSC0003DMG400008159","ST4.03ch10",0.65874036114334,-0.033373322911349,58302687,58304848,"Lycopene beta cyclase, chloroplastic"
"PGSC0003DMG400033640","ST4.03ch12",0.619077738072697,-0.0277561735687157,51851029,51854269,"Conserved gene of unknown function"
"PGSC0003DMG402029299","ST4.03ch12",0.788913466875342,-0.0191300129876247,57796792,57801851,"Eukaryotic initiation factor 4A-2"
"PGSC0003DMG400030533","ST4.03ch05",0.693294093714832,-0.0115602999616145,3392764,3395330,"Wall-associated kinase"
"PGSC0003DMG400003721","ST4.03ch04",0.865084235220309,-0.0129394285816611,70565806,70575276,"Protein RCC2"
"PGSC0003DMG400022428","ST4.03ch02",0.20954630764173,0.015892808065842,34394554,34399265,"Conserved gene of unknown function"
"PGSC0003DMG402001383","ST4.03ch02",0.965757919334009,-0.00327740560452528,45228043,45233004,"DNA-directed RNA polymerase 2A"
"PGSC0003DMG400004357","ST4.03ch01",0.432433529172345,-0.0470692543634122,61220213,61228175,"Big map kinase/bmk"
"PGSC0003DMG400030186","ST4.03ch04",0.26640168510335,0.0255772891571706,6626758,6627113,"Nucleolar GTP-binding protein"
"PGSC0003DMG400006292","ST4.03ch01",0.79204238381682,0.00854545563377559,60425564,60426313,"Ubiquitin-protein ligase"
"PGSC0003DMG400045331","ST4.03ch12",0.913620033148101,0.00243362450578302,265163,266287,"Conserved gene of unknown function"
"PGSC0003DMG401005570","ST4.03ch01",0.79307926259486,-0.018567029885833,86759392,86765562,"Ubiquitin fusion-degradation protein"
"PGSC0003DMG400009040","ST4.03ch01",0.953228518798654,-0.00285012520902159,62643589,62650139,"DNA replication licensing factor MCM7"
"PGSC0003DMG400024797","ST4.03ch04",0.519284204787275,0.00909363903655061,58576129,58576926,"Conserved gene of unknown function"
"PGSC0003DMG400025931","ST4.03ch01",0.323423360407705,-0.0421039277843799,85361089,85365804,"GTP-binding protein alpha subunit, gna"
"PGSC0003DMG400026289","ST4.03ch08",0.514693325882291,-0.0203918362554493,2005775,2007033,"Lipid binding protein"
"PGSC0003DMG400015702","ST4.03ch08",0.10741644049479,-0.0101503753518145,46130595,46131833,"Initiation factor 3g"
"PGSC0003DMG400014705","ST4.03ch06",0.941388628094809,0.0027320461350243,2038519,2047215,"Phytochrome-interacting factor"
"PGSC0003DMG400021359","ST4.03ch01",0.803767114798154,-0.0115256289157643,2883409,2884637,"U-box protein"
"PGSC0003DMG400025137","ST4.03ch02",0.796620989483053,-0.0170730046797732,25469254,25472043,"UDP-glucose dehydrogenase 2"
"PGSC0003DMG400001379","ST4.03ch02",0.894976225393253,0.00949760044332884,45331250,45334297,"Protein disulfide oxidoreductase"
"PGSC0003DMG400001093","ST4.03ch12",0.804864880227707,-0.0063892331124407,8549390,8550583,"Conserved gene of unknown function"
"PGSC0003DMG400014538","ST4.03ch02",0.868782979955116,-0.00656533727822418,6759198,6763219,"Gene of unknown function"
"PGSC0003DMG400028688","ST4.03ch11",0.361009317350384,-0.0353849416119084,6627722,6632438,"Receptor protein kinase"
"PGSC0003DMG400000276","ST4.03ch12",0.258513276791907,-0.0836029275606427,3603761,3609105,"Nucleosome assembly protein 1 2"
"PGSC0003DMG400010338","ST4.03ch02",0.367651601943046,0.0389578448768267,28144492,28153257,"Leucyl-tRNA synthetase"
"PGSC0003DMG400013495","ST4.03ch05",0.79204238381682,0.0160355143753224,9401791,9403597,"Pto-like serine/threonine kinase"
"PGSC0003DMG400018435","ST4.03ch05",0.795790017079996,0.00987065251784382,4707940,4709908,"NAC domain protein NAC2"
"PGSC0003DMG402010423","ST4.03ch02",0.739871623059959,0.0134235130605711,27603067,27603781,"2-oxo acid dehydrogenase, lipoyl-binding site"
"PGSC0003DMG400022282","ST4.03ch07",0.382402456082724,-0.0601618937957642,55479720,55487590,"Transporter"
"PGSC0003DMG400014669","ST4.03ch01",0.393975475296101,-0.0115285505494787,88513480,88514046,"Gene of unknown function"
"PGSC0003DMG400004076","ST4.03ch06",0.599406471591783,0.0333751650116385,51052234,51056573,"TATA-binding protein-associated phosphoprotein"
"PGSC0003DMG400030625","ST4.03ch02",0.452831290128041,0.0270525069910768,42176502,42180502,"Receptor protein kinase CLAVATA1"
"PGSC0003DMG400007823","ST4.03ch12",0.90677470063766,0.00958235026659811,2022942,2028991,"Two-component system sensor histidine kinase/response regulator"
"PGSC0003DMG400012269","ST4.03ch08",0.687890420974903,0.0282559191671161,56136236,56143828,"Cell division protein isolog"
"PGSC0003DMG400002779","ST4.03ch01",0.720480282277201,-0.0267005252046149,78034874,78041183,"Disulfide-isomerase"
"PGSC0003DMG400025300","ST4.03ch04",0.678666987768842,-0.0226109286704233,3871329,3874546,"Conserved gene of unknown function"
"PGSC0003DMG400003598","ST4.03ch02",0.785204293669651,-0.00565428394428108,40426986,40434327,"Sugar transporter ERD6-like 6"
"PGSC0003DMG400003296","ST4.03ch01",0.406582260348558,0.0548081084112669,74443508,74451912,"Negative cofactor 2 transcriptional co-repressor"
"PGSC0003DMG400030659","ST4.03ch02",0.947794298882157,-0.00197210676371044,41989820,41990911,"Conserved gene of unknown function"
"PGSC0003DMG400030540","ST4.03ch05",0.468867070357035,0.0390053799114403,4196446,4197088,"Extensin"
"PGSC0003DMG400032542","ST4.03ch04",0.949085496660978,0.00555565157330482,4917150,4927116,"Conserved gene of unknown function"
"PGSC0003DMG402027350","ST4.03ch11",0.32577191895602,0.0731851895035187,4548639,4553566,"E24 ASN"
"PGSC0003DMG401013923","ST4.03ch07",0.399072847534519,-0.0146189657172356,54568603,54572683,"Conserved gene of unknown function"
"PGSC0003DMG400008921","ST4.03ch09",0.444325868420754,-0.0473500929202047,2021152,2025289,"Arf gtpase-activating protein"
"PGSC0003DMG400023099","ST4.03ch09",0.7051827243404,-0.00790832468186414,43006424,43007381,"WRKY transcription factor"
"PGSC0003DMG400019697","ST4.03ch04",0.693238463801122,-0.0241508639457745,55405970,55410341,"Organic anion transporter"
"PGSC0003DMG400020413","ST4.03ch07",0.40032467241893,-0.0581986004856678,50357785,50359336,"Cell wall hydrolase"
"PGSC0003DMG400024929","ST4.03ch01",0.393975475296101,0.0604420604584602,80485662,80487813,"40S ribosomal protein S12"
"PGSC0003DMG400004167","ST4.03ch06",0.379849231496982,0.0621293356185531,3244179,3249465,"GTP binding protein"
"PGSC0003DMG400032232","ST4.03ch01",0.540435559722241,0.0236221863680773,1926908,1928815,"U-box domain-containing protein"
"PGSC0003DMG400032097","ST4.03ch01",0.876652276873503,0.00450843194906988,60724994,60725559,"Inosine-uridine preferring nucleoside hydrolase"
"PGSC0003DMG400027684","ST4.03ch06",0.84548718129962,0.0132628899501638,57946272,57948790,"C-8,7 sterol isomerase"
"PGSC0003DMG400016797","ST4.03ch05",0.749150756529331,-0.00645189859802267,46442609,46446926,"ATP-binding cassette transporter"
"PGSC0003DMG400011538","ST4.03ch12",0.846344559687134,0.00964145282418274,56031020,56036743,"Amino acid transporter"
"PGSC0003DMG400021925","ST4.03ch02",0.66585616658055,0.0106436326212533,11245313,11246516,"SET protein, phospatase 2A inhibitor"
"PGSC0003DMG400009759","ST4.03ch04",0.853761485358319,-0.00305701501836593,57523341,57523838,"Cytochrome P450 71D7"
"PGSC0003DMG402006305","ST4.03ch11",0.327198717475155,0.0582590042174763,15298340,15300902,"F-box family protein"
"PGSC0003DMG400033090","ST4.03ch06",0.7909850447935,-0.0188584790895772,51359370,51362485,"Gene of unknown function"
"PGSC0003DMG400014254","ST4.03ch03",0.771416743942901,-0.0223706918248402,58061401,58074337,"Pitrilysin"
"PGSC0003DMG400028174","ST4.03ch10",0.607609478218675,0.0361667447829528,55585246,55588867,"Brix domain containing protein"
"PGSC0003DMG400026422","ST4.03ch09",0.766910649529263,0.00709073166100807,59321891,59328873,"HAPp48,5 protein"
"PGSC0003DMG400005212","ST4.03ch01",0.981735063823514,-0.000564430251051569,63207678,63208514,"3-5 exonuclease"
"PGSC0003DMG400024642","ST4.03ch03",0.747731606798493,-0.0117867846528095,55220548,55224682,"Glucan endo-1,3-beta-glucosidase 3"
"PGSC0003DMG400019987","ST4.03ch11",0.857891825422216,-0.0110678703364009,27077440,27079774,"Tubulin-specific chaperone E"
"PGSC0003DMG400014862","ST4.03ch03",0.369437314485338,0.0624106139786865,7245969,7248783,"Subtilisin-like protease"
"PGSC0003DMG400001544","ST4.03ch02",0.934664167482209,0.00510006634229629,38835809,38839202,"Conserved gene of unknown function"
